where,cue,feature,translated,frequency_feature,frequency_translated,n,normalized_feature,normalized_translated,pos_cue,pos_feature,pos_translated,a1,a2,a3,FSG,BSG,word_list,school_code
v,ear,side,side,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ear,skin,skin,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ear,sound,sound,7,7,20,35,35,noun,noun,noun,0,0,0,0.049,0.031,NA,NA
v,ear,structure,structure,3,3,20,15,15,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,ear,two,two,2,2,20,10,10,noun,other,other,0,0,0,NA,NA,NA,NA
b,early,before,before,35,35,71,49.29577465,49.29577465,adjective,other,other,0,0,0,NA,NA,wl13,3
b,early,late,late,10,12,71,14.08450704,16.90140845,adjective,adjective,adjective,0,0,0,0.507,0.473,wl13,3
b,early,later,late,2,12,71,2.816901408,16.90140845,adjective,other,adjective,person_object,0,0,0.507,0.473,wl13,3
b,early,morning,morning,30,30,71,42.25352113,42.25352113,adjective,noun,noun,0,0,0,0.264,0.176,wl13,3
b,early,sun,sun,8,19,71,11.26760563,26.76056338,adjective,noun,noun,0,0,0,NA,NA,wl13,3
b,early,sunrise,sun,8,19,71,11.26760563,26.76056338,adjective,noun,noun,characteristic,0,0,NA,NA,wl13,3
b,early,sunshine,sun,3,19,71,4.225352113,26.76056338,adjective,noun,noun,characteristic,0,0,NA,NA,wl13,3
b,early,time,time,45,49,71,63.38028169,69.01408451,adjective,noun,noun,0,0,0,NA,NA,wl13,3
b,early,timeline,time,1,49,71,1.408450704,69.01408451,adjective,noun,noun,characteristic,0,0,NA,NA,wl13,3
b,early,timely,time,1,49,71,1.408450704,69.01408451,adjective,adjective,noun,characteristic,0,0,NA,NA,wl13,3
b,early,times,time,2,49,71,2.816901408,69.01408451,adjective,noun,noun,numbers,0,0,NA,NA,wl13,3
b,early,up,up,13,13,71,18.30985915,18.30985915,adjective,other,other,0,0,0,NA,NA,wl13,3
m,earmuffs,children,child,6,6,30,20,20,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
m,earmuffs,cold,cold,8,8,30,26.66666667,26.66666667,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
m,earmuffs,colors,color,6,6,30,20,20,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
m,earmuffs,ears,ear,16,16,30,53.33333333,53.33333333,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
m,earmuffs,fluffy,fluff,9,9,30,30,30,noun,adjective,noun,characteristic,0,0,NA,NA,NA,NA
m,earmuffs,furry,fur,9,9,30,30,30,noun,adjective,noun,characteristic,0,0,NA,NA,NA,NA
m,earmuffs,fuzzy,fuzz,9,9,30,30,30,noun,adjective,noun,characteristic,0,0,NA,NA,NA,NA
m,earmuffs,heads,head,5,5,30,16.66666667,16.66666667,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
m,earmuffs,over,over,16,16,30,53.33333333,53.33333333,noun,other,other,0,0,0,NA,NA,NA,NA
m,earmuffs,protection,protect,6,6,30,20,20,noun,noun,verb,actions_process,0,0,NA,NA,NA,NA
m,earmuffs,round,round,7,7,30,23.33333333,23.33333333,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
m,earmuffs,soft,soft,5,5,30,16.66666667,16.66666667,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
m,earmuffs,strap,strap,8,8,30,26.66666667,26.66666667,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,earmuffs,temperatures,temperature,8,8,30,26.66666667,26.66666667,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
m,earmuffs,warm,warm,25,25,30,83.33333333,83.33333333,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
m,earmuffs,winter,winter,12,12,30,40,40,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,earmuffs,worn,wear,41,41,30,100,100,noun,adjective,verb,characteristic,0,0,NA,NA,NA,NA
b,earnestness,eager,eager,4,5,30,13.33333333,16.66666667,noun,adjective,adjective,0,0,0,0.071,0,mturk2,5
b,earnestness,eagerness,eager,1,5,30,3.333333333,16.66666667,noun,noun,adjective,person_object,0,0,0.071,0,mturk2,5
b,earnestness,honest,honest,12,17,30,40,56.66666667,noun,adjective,adjective,0,0,0,NA,NA,mturk2,5
b,earnestness,honestly,honest,1,17,30,3.333333333,56.66666667,noun,other,adjective,characteristic,0,0,NA,NA,mturk2,5
b,earnestness,honesty,honest,4,17,30,13.33333333,56.66666667,noun,noun,adjective,characteristic,0,0,0.178,0,mturk2,5
b,earnestness,serious,serious,4,4,30,13.33333333,13.33333333,noun,adjective,adjective,0,0,0,NA,NA,mturk2,5
b,earnestness,sincere,sincere,4,7,30,13.33333333,23.33333333,noun,adjective,adjective,0,0,0,NA,NA,mturk2,5
b,earnestness,sincerity,sincere,3,7,30,10,23.33333333,noun,noun,adjective,actions_process,0,0,0.071,0,mturk2,5
b,earnestness,truthful,true,2,5,30,6.666666667,16.66666667,noun,adjective,adjective,characteristic,0,0,NA,NA,mturk2,5
b,earnestness,truthfulness,true,3,5,30,10,16.66666667,noun,noun,adjective,characteristic,actions_process,0,0.071,NA,mturk2,5
b,earring,dangle,dangle,3,13,60,5,21.66666667,noun,verb,verb,0,0,0,NA,NA,wl24b,3
b,earring,dangles,dangle,1,13,60,1.666666667,21.66666667,noun,verb,verb,third_person,0,0,NA,NA,wl24b,3
b,earring,dangling,dangle,5,13,60,8.333333333,21.66666667,noun,verb,verb,present_participle,0,0,NA,NA,wl24b,3
b,earring,dangly,dangle,4,13,60,6.666666667,21.66666667,noun,other,verb,characteristic,0,0,NA,NA,wl24b,3
b,earring,diamond,diamond,12,17,60,20,28.33333333,noun,noun,noun,0,0,0,0.063,0.011,wl24b,3
b,earring,diamonds,diamond,5,17,60,8.333333333,28.33333333,noun,noun,noun,numbers,0,0,0.063,0.011,wl24b,3
b,earring,ear,ear,28,34,60,46.66666667,56.66666667,noun,noun,noun,0,0,0,0.245,0.099,wl24b,3
b,earring,ears,ear,6,34,60,10,56.66666667,noun,noun,noun,numbers,0,0,0.245,0.099,wl24b,3
b,earring,gold,gold,18,18,60,30,30,noun,noun,noun,0,0,0,0.091,0,wl24b,3
b,earring,jewelry,jewel,29,31,60,48.33333333,51.66666667,noun,noun,noun,characteristic,0,0,0.245,0.015,wl24b,3
b,earring,jewels,jewel,2,31,60,3.333333333,51.66666667,noun,noun,noun,numbers,0,0,NA,NA,wl24b,3
b,earring,pierce,pierce,1,12,60,1.666666667,20,noun,verb,verb,0,0,0,NA,NA,wl24b,3
b,earring,pierced,pierce,4,12,60,6.666666667,20,noun,verb,verb,past_tense,0,0,0.042,NA,wl24b,3
b,earring,piercing,pierce,7,12,60,11.66666667,20,noun,noun,verb,characteristic,0,0,NA,NA,wl24b,3
b,earring,pretty,pretty,15,15,60,25,25,noun,adjective,adjective,0,0,0,NA,NA,wl24b,3
b,earring,silver,silver,16,16,60,26.66666667,26.66666667,noun,noun,noun,0,0,0,NA,NA,wl24b,3
b,earring,stud,stud,6,13,60,10,21.66666667,noun,noun,noun,0,0,0,NA,NA,wl24b,3
b,earring,studs,stud,7,13,60,11.66666667,21.66666667,noun,noun,noun,numbers,0,0,NA,NA,wl24b,3
b,earring,wear,wear,6,11,60,10,18.33333333,noun,verb,verb,0,0,0,NA,NA,wl24b,3
b,earring,worn,wear,5,11,60,8.333333333,18.33333333,noun,adjective,verb,characteristic,0,0,NA,NA,wl24b,3
b,earth,alive,live,1,14,76,1.315789474,18.42105263,noun,adjective,verb,characteristic,0,0,NA,NA,wl12,3
b,earth,land,land,14,14,76,18.42105263,18.42105263,noun,noun,noun,0,0,0,NA,NA,wl12,3
b,earth,live,live,12,14,76,15.78947368,18.42105263,noun,verb,verb,0,0,0,NA,NA,wl12,3
b,earth,lives,live,1,14,76,1.315789474,18.42105263,noun,verb,verb,third_person,0,0,NA,NA,wl12,3
b,earth,planet,planet,26,27,76,34.21052632,35.52631579,noun,noun,noun,0,0,0,0.161,0.606,wl12,3
b,earth,planets,planet,1,27,76,1.315789474,35.52631579,noun,noun,noun,numbers,0,0,0.161,0.606,wl12,3
b,earth,round,round,16,16,76,21.05263158,21.05263158,noun,adjective,adjective,0,0,0,0.048,0,wl12,3
b,earth,water,water,18,19,76,23.68421053,25,noun,noun,noun,0,0,0,NA,NA,wl12,3
b,earth,waters,water,1,19,76,1.315789474,25,noun,noun,noun,numbers,0,0,NA,NA,wl12,3
b,earthquake,cause,cause,8,18,60,13.33333333,30,noun,noun,noun,0,0,0,NA,NA,mturk,4
b,earthquake,caused,cause,2,18,60,3.333333333,30,noun,verb,noun,past_tense,0,0,NA,NA,mturk,4
b,earthquake,causes,cause,4,18,60,6.666666667,30,noun,noun,noun,numbers,0,0,NA,NA,mturk,4
b,earthquake,causing,cause,4,18,60,6.666666667,30,noun,verb,noun,present_participle,0,0,NA,NA,mturk,4
b,earthquake,destroy,destroy,1,20,60,1.666666667,33.33333333,noun,verb,verb,0,0,0,NA,NA,mturk,4
b,earthquake,destroyed,destroy,1,20,60,1.666666667,33.33333333,noun,verb,verb,past_tense,0,0,NA,NA,mturk,4
b,earthquake,destroys,destroy,1,20,60,1.666666667,33.33333333,noun,verb,verb,numbers,0,0,NA,NA,mturk,4
b,earthquake,destruction,destroy,14,20,60,23.33333333,33.33333333,noun,noun,verb,actions_process,0,0,0.076,0.023,mturk,4
b,earthquake,destructive,destroy,3,20,60,5,33.33333333,noun,adjective,verb,characteristic,0,0,NA,NA,mturk,4
b,earthquake,disaster,disaster,20,22,60,33.33333333,36.66666667,noun,noun,noun,0,0,0,0.055,0.136,mturk,4
b,earthquake,disasters,disaster,2,22,60,3.333333333,36.66666667,noun,noun,noun,numbers,0,0,0.055,0.136,mturk,4
b,earthquake,earth,earth,16,20,60,26.66666667,33.33333333,noun,noun,noun,0,0,0,NA,NA,mturk,4
b,earthquake,earths,earth,4,20,60,6.666666667,33.33333333,noun,noun,noun,numbers,0,0,NA,NA,mturk,4
b,earthquake,ground,ground,14,15,60,23.33333333,25,noun,noun,noun,0,0,0,0.021,0,mturk,4
b,earthquake,natural,natural,21,21,60,35,35,noun,adjective,adjective,0,0,0,NA,NA,mturk,4
b,earthquake,plates,plate,16,16,60,26.66666667,26.66666667,noun,noun,noun,numbers,0,0,NA,NA,mturk,4
b,earthquake,scared,scare,1,11,60,1.666666667,18.33333333,noun,verb,verb,past_tense,0,0,NA,NA,mturk,4
b,earthquake,scary,scare,10,11,60,16.66666667,18.33333333,noun,adjective,verb,characteristic,0,0,NA,NA,mturk,4
b,earthquake,shake,shake,7,36,60,11.66666667,60,noun,verb,verb,0,0,0,0.241,0,mturk,4
b,earthquake,shakes,shake,7,36,60,11.66666667,60,noun,verb,verb,third_person,0,0,0.241,0,mturk,4
b,earthquake,shaking,shake,21,36,60,35,60,noun,verb,verb,present_participle,0,0,0.241,0,mturk,4
b,earthquake,shaky,shake,1,36,60,1.666666667,60,noun,adjective,verb,characteristic,0,0,0.241,0,mturk,4
b,earthquake,underground,ground,1,15,60,1.666666667,25,noun,adjective,noun,location,0,0,0.021,0,mturk,4
b,east,coast,coast,16,16,71,22.53521127,22.53521127,adjective,noun,noun,0,0,0,0.027,0.03,wl11,3
b,east,direction,direct,31,32,71,43.66197183,45.07042254,adjective,noun,adjective,actions_process,0,0,NA,NA,wl11,3
b,east,directions,direct,1,32,71,1.408450704,45.07042254,adjective,noun,adjective,actions_process,numbers,0,NA,NA,wl11,3
b,east,new,new,12,12,71,16.90140845,16.90140845,adjective,adjective,adjective,0,0,0,NA,NA,wl11,3
b,east,north,north,12,12,71,16.90140845,16.90140845,adjective,noun,noun,0,0,0,NA,NA,wl11,3
b,east,west,west,32,32,71,45.07042254,45.07042254,adjective,noun,noun,0,0,0,0.886,0.78,wl11,3
b,easter,bunnies,bunny,1,8,30,3.333333333,26.66666667,noun,noun,noun,numbers,0,0,0.164,0.095,mturk2,5
b,easter,bunny,bunny,7,8,30,23.33333333,26.66666667,noun,noun,noun,0,0,0,0.164,0.095,mturk2,5
b,easter,celebrate,celebrate,2,11,30,6.666666667,36.66666667,noun,verb,verb,0,0,0,NA,NA,mturk2,5
b,easter,celebrated,celebrate,2,11,30,6.666666667,36.66666667,noun,verb,verb,past_tense,0,0,NA,NA,mturk2,5
b,easter,celebrates,celebrate,2,11,30,6.666666667,36.66666667,noun,verb,verb,third_person,0,0,NA,NA,mturk2,5
b,easter,celebrating,celebrate,4,11,30,13.33333333,36.66666667,noun,verb,verb,present_participle,0,0,NA,NA,mturk2,5
b,easter,celebration,celebrate,1,11,30,3.333333333,36.66666667,noun,noun,verb,actions_process,0,0,NA,NA,mturk2,5
b,easter,christ,christ,2,15,30,6.666666667,50,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,easter,christian,christ,10,15,30,33.33333333,50,noun,noun,noun,person_object,0,0,NA,NA,mturk2,5
b,easter,christianity,christ,1,15,30,3.333333333,50,noun,noun,noun,person_object,characteristic,0,NA,NA,mturk2,5
b,easter,christians,christ,2,15,30,6.666666667,50,noun,noun,noun,person_object,numbers,0,NA,NA,mturk2,5
b,easter,egg,egg,5,11,30,16.66666667,36.66666667,noun,noun,noun,0,0,0,0.226,0,mturk2,5
b,easter,eggs,egg,6,11,30,20,36.66666667,noun,noun,noun,numbers,0,0,0.226,0,mturk2,5
b,easter,holiday,holiday,29,29,30,96.66666667,96.66666667,noun,noun,noun,0,0,0,0.144,0,mturk2,5
b,easter,jesus,jesus,16,16,30,53.33333333,53.33333333,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,easter,religious,religious,6,6,30,20,20,noun,adjective,adjective,0,0,0,NA,NA,mturk2,5
b,easter,resurrected,resurrect,1,11,30,3.333333333,36.66666667,noun,verb,verb,past_tense,0,0,NA,NA,mturk2,5
b,easter,resurrection,resurrect,10,11,30,33.33333333,36.66666667,noun,noun,verb,actions_process,0,0,NA,NA,mturk2,5
b,easter,spring,spring,8,8,30,26.66666667,26.66666667,noun,noun,noun,0,0,0,0.014,0,mturk2,5
b,easter,sunday,sunday,5,5,30,16.66666667,16.66666667,noun,noun,noun,0,0,0,0.253,0,mturk2,5
b,easy,difficult,difficult,15,27,112,13.39285714,24.10714286,adjective,adjective,adjective,0,0,0,0.021,0.283,wl5,1
b,easy,difficulties,difficult,1,27,112,0.8928571429,24.10714286,adjective,noun,adjective,characteristic,numbers,0,0.021,0.283,wl5,1
b,easy,difficulty,difficult,11,27,112,9.821428571,24.10714286,adjective,noun,adjective,characteristic,0,0,0.021,0.283,wl5,1
b,easy,effort,effort,8,11,112,7.142857143,9.821428571,adjective,noun,noun,0,0,0,NA,NA,wl5,1
b,easy,effortless,effort,3,11,112,2.678571429,9.821428571,adjective,adjective,noun,characteristic,0,0,NA,NA,wl5,1
b,easy,hard,hard,11,11,112,9.821428571,9.821428571,adjective,adjective,adjective,0,0,0,0.582,0.034,wl5,1
b,easy,simple,simple,20,21,112,17.85714286,18.75,adjective,adjective,adjective,0,0,0,0.096,0.392,wl5,1
b,easy,simplicity,simple,1,21,112,0.8928571429,18.75,adjective,noun,adjective,characteristic,0,0,0.096,0.392,wl5,1
b,easy,well,well,11,11,112,9.821428571,9.821428571,adjective,noun,noun,0,0,0,NA,NA,wl5,1
v,eat,action,act,2,2,20,10,10,noun,noun,noun,actions_process,0,0,NA,NA,NA,NA
v,eat,animal,animal,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,eat,balance,balance,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,eat,body,body,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,eat,breakfast,breakfast,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
b,eat,chew,chew,5,7,63,7.936507937,11.11111111,noun,verb,verb,0,0,0,0.022,0.143,wl7,1
v,eat,chew,chew,2,2,20,10,10,noun,verb,verb,0,0,0,0.022,0.143,NA,NA
b,eat,chewing,chew,2,7,63,3.174603175,11.11111111,noun,verb,verb,present_participle,0,0,0.022,0.143,wl7,1
b,eat,consume,consume,4,7,63,6.349206349,11.11111111,noun,verb,verb,0,0,0,0.022,NA,wl7,1
v,eat,consume,consume,9,9,20,45,45,noun,verb,verb,0,0,0,0.022,NA,NA,NA
b,eat,consuming,consume,1,7,63,1.587301587,11.11111111,noun,verb,verb,present_participle,0,0,0.022,NA,wl7,1
b,eat,consumption,consume,2,7,63,3.174603175,11.11111111,noun,noun,verb,actions_process,0,0,0.022,NA,wl7,1
v,eat,cook,cook,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,eat,daily,day,3,3,20,15,15,noun,adjective,noun,characteristic,0,0,NA,NA,NA,NA
v,eat,digest,digest,3,3,20,15,15,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,eat,dinner,dine,2,2,20,10,10,noun,noun,verb,person_object,0,0,NA,NA,NA,NA
v,eat,enjoy,enjoy,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,eat,fat,fat,2,2,20,10,10,noun,adjective,adjective,0,0,0,0.061,0,NA,NA
b,eat,food,food,56,57,63,88.88888889,90.47619048,noun,noun,noun,0,0,0,0.409,0.406,wl7,1
v,eat,food,food,17,17,20,85,85,noun,noun,noun,0,0,0,0.409,0.406,NA,NA
b,eat,foods,food,1,57,63,1.587301587,90.47619048,noun,noun,noun,numbers,0,0,0.409,0.406,wl7,1
v,eat,fun,fun,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,eat,grow,grow,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,eat,hand,hand,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,eat,health,heal,1,1,20,5,5,noun,noun,verb,characteristic,0,0,NA,NA,NA,NA
b,eat,healthy,health,5,7,63,7.936507937,11.11111111,noun,adjective,noun,characteristic,0,0,NA,NA,wl7,1
v,eat,humans,human,3,3,20,15,15,noun,noun,adjective,numbers,0,0,NA,NA,NA,NA
b,eat,hunger,hunger,4,15,63,6.349206349,23.80952381,noun,noun,noun,0,0,0,0.017,0.082,wl7,1
v,eat,hunger,hunger,7,7,20,35,35,noun,noun,noun,0,0,0,0.017,0.082,NA,NA
b,eat,hungry,hunger,11,15,63,17.46031746,23.80952381,noun,adjective,noun,characteristic,0,0,0.017,0.082,wl7,1
v,eat,ingest,ingest,3,3,20,15,15,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,eat,kitchen,kitchen,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,eat,knife,knife,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,eat,live,live,2,2,20,10,10,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,eat,money,money,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,eat,mouth,mouth,8,8,20,40,40,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,eat,nutrition,nutrition,7,7,20,35,35,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,eat,process,process,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,eat,spoon,spoon,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,eat,stomach,stomach,2,2,20,10,10,noun,noun,noun,0,0,0,0.011,0.071,NA,NA
v,eat,survive,survive,3,3,20,15,15,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,eat,swallow,swallow,7,7,20,35,35,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,eat,table,table,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,eat,taste,taste,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,eat,three,three,1,1,20,5,5,noun,other,other,0,0,0,NA,NA,NA,NA
b,eat,unhealthy,health,2,7,63,3.174603175,11.11111111,noun,adjective,noun,not,characteristic,0,NA,NA,wl7,1
v,eat,utensil,use,1,1,20,5,5,noun,noun,verb,characteristic,0,0,NA,NA,NA,NA
b,eavesdrop,conversation,converse,17,23,60,28.33333333,38.33333333,verb,noun,verb,actions_process,0,0,NA,NA,mturk,4
b,eavesdrop,conversations,converse,6,23,60,10,38.33333333,verb,noun,verb,actions_process,numbers,0,NA,NA,mturk,4
b,eavesdrop,ear,ear,5,13,60,8.333333333,21.66666667,verb,noun,noun,0,0,0,NA,NA,mturk,4
b,eavesdrop,ears,ear,8,13,60,13.33333333,21.66666667,verb,noun,noun,numbers,0,0,NA,NA,mturk,4
b,eavesdrop,gossip,gossip,12,13,60,20,21.66666667,verb,noun,noun,0,0,0,NA,NA,mturk,4
b,eavesdrop,gossiping,gossip,1,13,60,1.666666667,21.66666667,verb,verb,noun,present_participle,0,0,NA,NA,mturk,4
b,eavesdrop,hear,hear,17,33,60,28.33333333,55,verb,verb,verb,0,0,0,NA,NA,mturk,4
b,eavesdrop,heard,hear,1,33,60,1.666666667,55,verb,verb,verb,past_tense,0,0,NA,NA,mturk,4
b,eavesdrop,hearing,hear,4,33,60,6.666666667,55,verb,noun,verb,present_participle,0,0,NA,NA,mturk,4
b,eavesdrop,listen,listen,69,89,60,100,100,verb,verb,verb,0,0,0,NA,NA,mturk,4
b,eavesdrop,listening,listen,20,89,60,33.33333333,100,verb,verb,verb,present_participle,0,0,NA,NA,mturk,4
b,eavesdrop,nosey,nose,12,29,60,20,48.33333333,verb,adjective,noun,characteristic,0,0,NA,NA,mturk,4
b,eavesdrop,nosy,nose,17,29,60,28.33333333,48.33333333,verb,adjective,noun,characteristic,0,0,NA,NA,mturk,4
b,eavesdrop,over,over,10,10,60,16.66666667,16.66666667,verb,other,other,0,0,0,NA,NA,mturk,4
b,eavesdrop,overhear,hear,8,33,60,13.33333333,55,verb,verb,verb,magnitude,0,0,NA,NA,mturk,4
b,eavesdrop,overheard,hear,1,33,60,1.666666667,55,verb,verb,verb,past_tense,0,0,NA,NA,mturk,4
b,eavesdrop,overhearing,hear,1,33,60,1.666666667,55,verb,verb,verb,present_participle,0,0,NA,NA,mturk,4
b,eavesdrop,secret,secret,6,24,60,10,40,verb,adjective,adjective,0,0,0,NA,NA,mturk,4
b,eavesdrop,secretive,secret,5,24,60,8.333333333,40,verb,adjective,adjective,characteristic,0,0,NA,NA,mturk,4
b,eavesdrop,secretly,secret,4,24,60,6.666666667,40,verb,other,adjective,characteristic,0,0,NA,NA,mturk,4
b,eavesdrop,secrets,secret,9,24,60,15,40,verb,noun,adjective,numbers,0,0,NA,NA,mturk,4
b,eavesdrop,sneakily,sneak,2,30,60,3.333333333,50,verb,other,verb,characteristic,0,0,NA,NA,mturk,4
b,eavesdrop,sneaking,sneak,1,30,60,1.666666667,50,verb,verb,verb,present_participle,0,0,NA,NA,mturk,4
b,eavesdrop,sneaky,sneak,27,30,60,45,50,verb,adjective,verb,characteristic,0,0,NA,NA,mturk,4
b,eavesdrop,snoop,snoop,5,10,60,8.333333333,16.66666667,verb,verb,verb,0,0,0,NA,NA,mturk,4
b,eavesdrop,snooper,snoop,1,10,60,1.666666667,16.66666667,verb,noun,verb,person_object,0,0,NA,NA,mturk,4
b,eavesdrop,snooping,snoop,3,10,60,5,16.66666667,verb,verb,verb,present_participle,0,0,NA,NA,mturk,4
b,eavesdrop,snoopy,snoop,1,10,60,1.666666667,16.66666667,verb,adjective,verb,characteristic,0,0,NA,NA,mturk,4
b,eavesdrop,spies,spy,1,25,60,1.666666667,41.66666667,verb,noun,noun,third_person,0,0,NA,NA,mturk,4
b,eavesdrop,spy,spy,21,25,60,35,41.66666667,verb,noun,noun,0,0,0,NA,NA,mturk,4
b,eavesdrop,spying,spy,3,25,60,5,41.66666667,verb,verb,noun,present_participle,0,0,NA,NA,mturk,4
b,eavesdrop,unheard,hear,1,33,60,1.666666667,55,verb,adjective,verb,past_tense,0,0,NA,NA,mturk,4
b,economy,bad,bad,4,4,30,13.33333333,13.33333333,noun,adjective,adjective,0,0,0,NA,NA,mturk2,5
b,economy,country,country,9,9,30,30,30,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,economy,finances,finance,3,9,30,10,30,noun,noun,noun,numbers,0,0,0.027,NA,mturk2,5
b,economy,financial,finance,5,9,30,16.66666667,30,noun,adjective,noun,characteristic,0,0,0.027,NA,mturk2,5
b,economy,financials,finance,1,9,30,3.333333333,30,noun,noun,noun,person_object,numbers,0,0.027,NA,mturk2,5
b,economy,monetary,money,1,16,30,3.333333333,53.33333333,noun,adjective,noun,characteristic,0,0,0.412,0,mturk2,5
b,economy,money,money,15,16,30,50,53.33333333,noun,noun,noun,0,0,0,0.412,0,mturk2,5
b,economy,state,state,5,5,30,16.66666667,16.66666667,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,ecstasy,drug,drug,11,11,30,36.66666667,36.66666667,noun,noun,noun,0,0,0,0.209,0,mturk2,5
b,ecstasy,emotion,emotion,1,5,30,3.333333333,16.66666667,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,ecstasy,emotional,emotion,4,5,30,13.33333333,16.66666667,noun,adjective,noun,characteristic,0,0,NA,NA,mturk2,5
b,ecstasy,extreme,extreme,7,7,30,23.33333333,23.33333333,noun,adjective,adjective,0,0,0,NA,NA,mturk2,5
b,ecstasy,feel,feel,1,9,30,3.333333333,30,noun,verb,verb,0,0,0,NA,NA,mturk2,5
b,ecstasy,feeling,feel,6,9,30,20,30,noun,noun,verb,present_participle,0,0,0.014,0,mturk2,5
b,ecstasy,feelings,feel,1,9,30,3.333333333,30,noun,noun,verb,numbers,0,0,NA,NA,mturk2,5
b,ecstasy,feels,feel,1,9,30,3.333333333,30,noun,verb,verb,third_person,0,0,NA,NA,mturk2,5
b,ecstasy,happiness,happy,10,12,30,33.33333333,40,noun,noun,adjective,characteristic,0,0,0.081,0,mturk2,5
b,ecstasy,happy,happy,2,12,30,6.666666667,40,noun,adjective,adjective,0,0,0,0.081,0,mturk2,5
b,ecstasy,joy,joy,9,11,30,30,36.66666667,noun,noun,noun,0,0,0,0.034,0,mturk2,5
b,ecstasy,joyful,joy,2,11,30,6.666666667,36.66666667,noun,adjective,noun,characteristic,0,0,0.034,0,mturk2,5
b,ecstasy,pleasure,please,9,9,30,30,30,noun,noun,verb,characteristic,0,0,0.054,0.014,mturk2,5
b,editor,correct,correct,1,8,30,3.333333333,26.66666667,noun,adjective,adjective,0,0,0,NA,NA,mturk2,5
b,editor,corrections,correct,1,8,30,3.333333333,26.66666667,noun,noun,adjective,actions_process,numbers,0,NA,NA,mturk2,5
b,editor,corrector,correct,3,8,30,10,26.66666667,noun,noun,adjective,person_object,0,0,NA,NA,mturk2,5
b,editor,corrects,correct,3,8,30,10,26.66666667,noun,verb,adjective,numbers,0,0,NA,NA,mturk2,5
b,editor,edit,edit,1,6,30,3.333333333,20,noun,verb,verb,0,0,0,NA,NA,mturk2,5
b,editor,editorials,edit,1,6,30,3.333333333,20,noun,noun,verb,person_object,numbers,0,NA,NA,mturk2,5
b,editor,edits,edit,4,6,30,13.33333333,20,noun,verb,verb,numbers,0,0,NA,NA,mturk2,5
b,editor,person,person,7,7,30,23.33333333,23.33333333,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,editor,proofread,read,1,10,30,3.333333333,33.33333333,noun,verb,verb,characteristic,0,0,NA,NA,mturk2,5
b,editor,proofreader,read,2,10,30,6.666666667,33.33333333,noun,noun,verb,characteristic,person_object,0,NA,NA,mturk2,5
b,editor,proofreads,read,1,10,30,3.333333333,33.33333333,noun,verb,verb,characteristic,third_person,0,NA,NA,mturk2,5
b,editor,read,read,1,10,30,3.333333333,33.33333333,noun,verb,verb,0,0,0,NA,NA,mturk2,5
